phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
ComplexNPs,138,Busca el small remote_control entre los cojines del sofá antes de la película.,Busca el remote_control small entre los cojines del sofá antes de la película.,He lost the remote_control viejo but found it under the newspaper later.,He lost viejo the remote_control but found it under the newspaper later.
ComplexNPs,139,Colocaron el portable speaker en la esquina para mejorar la calidad del sonido.,Colocaron el speaker portable en la esquina para mejorar la calidad del sonido.,They tested the speaker potente volume before the presentation began in the hall.,They tested potente the speaker volume before the presentation began in the hall.
ComplexNPs,140,Ajusta el wireless microphone para que la voz se escuche clara en el evento.,Ajusta el microphone wireless para que la voz se escuche clara en el evento.,She checked the microphone cable to ensure it was securely connected.,She checked cable the microphone to ensure it was securely connected.
ComplexNPs,141,Revisaron el raw video de la reunión para tomar notas sobre las decisiones.,Revisaron el video raw de la reunión para tomar notas sobre las decisiones.,He uploaded the video edit to the shared drive for the whole team.,He uploaded edit the video to the shared drive for the whole team.
ComplexNPs,142,Guarda el important file en la carpeta correcta antes de cerrar el ordenador.,Guarda el file important en la carpeta correcta antes de cerrar el ordenador.,She opened the file confidencial to review the figures for the report.,She opened confidencial the file to review the figures for the report.
ComplexNPs,143,Revisa el urgent mail antes de salir para responder los mensajes importantes.,Revisa el mail urgent antes de salir para responder los mensajes importantes.,He forwarded the mail importante to his colleague for additional review and comments.,He forwarded importante the mail to his colleague for additional review and comments.
ComplexNPs,144,Envía el quick message al grupo para confirmar la hora de la reunión.,Envía el message quick al grupo para confirmar la hora de la reunión.,She deleted the message equivocado that contained outdated information from her inbox.,She deleted equivocado the message that contained outdated information from her inbox.
ComplexNPs,145,Firma el final contract y devuélvelo a la oficina antes del viernes.,Firma el contract final y devuélvelo a la oficina antes del viernes.,They reviewed the contract legal clause by clause with their advisor.,They reviewed legal the contract clause by clause with their advisor.
ComplexNPs,146,Guarda el paper receipt por si necesitas hacer una devolución más tarde.,Guarda el receipt paper por si necesitas hacer una devolución más tarde.,He scanned the receipt digital and attached it to the expense report.,He scanned digital the receipt and attached it to the expense report.
ComplexNPs,147,Deposita el bank check en el banco antes de que cierre la sucursal.,Deposita el check bank en el banco antes de que cierre la sucursal.,She endorsed the check firmado and handed it to the teller at once.,She endorsed firmado the check and handed it to the teller at once.
ComplexNPs,148,Encuentra el leather wallet en la bolsa antes de salir hacia la estación.,Encuentra el wallet leather en la bolsa antes de salir hacia la estación.,He left the wallet vacío on the counter and returned to retrieve it.,He left vacío the wallet on the counter and returned to retrieve it.
ComplexNPs,149,Lleva el ID badge visible durante la visita al edificio por seguridad.,Lleva el badge ID visible durante la visita al edificio por seguridad.,They printed the badge personalizado with names for the conference attendees.,They printed personalizado the badge with names for the conference attendees.
ComplexNPs,150,Busca el spare key en la caja fuerte antes de cerrar la oficina.,Busca el key spare en la caja fuerte antes de cerrar la oficina.,She hid the key seguro in a pocket to avoid losing it again.,She hid seguro the key in a pocket to avoid losing it again.
ComplexNPs,151,El viajero dejó el heavy suitcase en el pasillo antes del taxi.,El viajero dejó el suitcase heavy en el pasillo antes del taxi.,She carried the maletín nuevo into the office before the meeting.,She carried nuevo the maletín into the office before the meeting.
ComplexNPs,152,Colocó el official badge en la solapa antes de entrar al congreso.,Colocó el badge official en la solapa antes de entrar al congreso.,He pinned the placa identificativa to his jacket before the tour.,He pinned identificativa the placa to his jacket before the tour.
ComplexNPs,153,Llevó el old lantern al campamento para iluminar el sendero oscuro.,Llevó el lantern old al campamento para iluminar el sendero oscuro.,They hung the linterna antigua from the tree before the ceremony.,They hung antigua the linterna from the tree before the ceremony.
ComplexNPs,154,Apilamos el wooden crate en el almacén junto a las cajas grandes.,Apilamos el crate wooden en el almacén junto a las cajas grandes.,She labeled the caja fuerte with the date before storing the documents.,She labeled fuerte the caja with the date before storing the documents.
ComplexNPs,155,Rodaron el heavy barrel hasta la bodega para empezar la fermentación.,Rodaron el barrel heavy hasta la bodega para empezar la fermentación.,They inspected the tonel viejo for cracks before filling it with wine.,They inspected viejo the tonel for cracks before filling it with wine.
ComplexNPs,156,Llegaron al small harbor justo cuando el sol empezaba a ponerse.,Llegaron al harbor small justo cuando el sol empezaba a ponerse.,The fishermen returned to the puerto principal after a long day at sea.,The fishermen returned principal the puerto after a long day at sea.
ComplexNPs,157,Aseguraron el heavy anchor antes de bajar la embarcación al muelle.,Aseguraron el anchor heavy antes de bajar la embarcación al muelle.,He checked the ancla metálica for rust before the voyage began.,He checked metálica the ancla for rust before the voyage began.
ComplexNPs,158,Guardó el brass compass en el bolsillo antes de empezar la caminata.,Guardó el compass brass en el bolsillo antes de empezar la caminata.,She consulted the brújula antigua to confirm the correct direction home.,She consulted antigua the brújula to confirm the correct direction home.
ComplexNPs,159,Encendieron el paper lantern para la procesión que cruzó la plaza.,Encendieron el lantern paper para la procesión que cruzó la plaza.,They carried the farol decorativo down the street during the festival.,They carried decorativo the farol down the street during the festival.
ComplexNPs,160,Colocaron el long harpoon en la cubierta antes de salir al mar.,Colocaron el harpoon long en la cubierta antes de salir al mar.,The crew sharpened the arpón metálico before the early morning hunt.,The crew sharpened metálico the arpón before the early morning hunt.
ComplexNPs,161,Archivó el old ledger en la estantería junto a los registros fiscales.,Archivó el ledger old en la estantería junto a los registros fiscales.,She reviewed the libro_mayor antiguo to reconcile last quarter's accounts.,She reviewed antiguo the libro_mayor to reconcile last quarter's accounts.
ComplexNPs,162,Actualizó el company ledger con las facturas recibidas durante la semana.,Actualizó el ledger company con las facturas recibidas durante la semana.,They filed the registro contable after verifying every transaction carefully.,They filed contable the registro after verifying every transaction carefully.
