label,phenomenon,sentence_number,codeswitch_direction,grammaticality,sentence,surprisal
CompoundNPs_139_spa_eng_ungrammatical,CompoundNPs,139,spa_eng,ungrammatical,Adjuntó el taskfile al correo con el book de tareas para que lo revisaran.,53.9618187
CompoundNPs_140_spa_eng_ungrammatical,CompoundNPs,140,spa_eng,ungrammatical,Guardó el planfile en la carpeta con el book de planes antes de la reunión.,65.29714966
CompoundNPs_141_spa_eng_ungrammatical,CompoundNPs,141,spa_eng,ungrammatical,Abrió el notebook3 para tomar notas en el book durante la presentación del cliente.,60.90822601
CompoundNPs_142_spa_eng_ungrammatical,CompoundNPs,142,spa_eng,ungrammatical,Subió el logfile2 al sistema con el book de registro para que lo revisaran mañana.,67.64513397
CompoundNPs_143_spa_eng_ungrammatical,CompoundNPs,143,spa_eng,ungrammatical,Imprimió el datapaper y lo puso en el book de datos del proyecto para referencia.,50.37303162
CompoundNPs_144_spa_eng_ungrammatical,CompoundNPs,144,spa_eng,ungrammatical,Anotó el error en el codejournal y lo dejó en el book para investigar.,50.21776199
CompoundNPs_145_spa_eng_ungrammatical,CompoundNPs,145,spa_eng,ungrammatical,Escribió una nota en el tasknote para recordar la fecha límite en el book.,56.0184288
CompoundNPs_146_spa_eng_ungrammatical,CompoundNPs,146,spa_eng,ungrammatical,El gerente actualizó el planlog2 con las nuevas fechas en el book acordadas.,72.10423279
CompoundNPs_147_spa_eng_ungrammatical,CompoundNPs,147,spa_eng,ungrammatical,Guardó el datapack con los datos junto al book en la carpeta del proyecto.,41.20751572
CompoundNPs_148_spa_eng_ungrammatical,CompoundNPs,148,spa_eng,ungrammatical,Abrió el codepad2 para copiar el fragmento del book necesario del script de prueba.,76.72718811
CompoundNPs_149_spa_eng_ungrammatical,CompoundNPs,149,spa_eng,ungrammatical,Registró el progreso en el tasklog2 en el book antes de cerrar la sesión del sistema.,66.26576233
CompoundNPs_150_spa_eng_ungrammatical,CompoundNPs,150,spa_eng,ungrammatical,Archivó el reportlog con los documentos en el book de informes del mes.,75.30583191
CompoundNPs_151_spa_eng_ungrammatical,CompoundNPs,151,spa_eng,ungrammatical,Pon el novel de ficción en la mesa junto a la lámpara.,27.34072495
CompoundNPs_152_spa_eng_ungrammatical,CompoundNPs,152,spa_eng,ungrammatical,Lee el poem de ficción antes de dormir esta noche.,37.79856873
CompoundNPs_153_spa_eng_ungrammatical,CompoundNPs,153,spa_eng,ungrammatical,Guarda el story de ficción en la estantería del salón.,37.97766876
CompoundNPs_154_spa_eng_ungrammatical,CompoundNPs,154,spa_eng,ungrammatical,Consulta el manual de ficción cuando tengas dudas sobre el equipo.,39.78187943
CompoundNPs_155_spa_eng_ungrammatical,CompoundNPs,155,spa_eng,ungrammatical,Cierra el diary de ficción y ponlo en el cajón.,25.63837051
CompoundNPs_156_spa_eng_ungrammatical,CompoundNPs,156,spa_eng,ungrammatical,Extiende el map de ficción sobre la mesa para ver la ruta.,52.13693619
CompoundNPs_157_spa_eng_ungrammatical,CompoundNPs,157,spa_eng,ungrammatical,Coloca el album de ficción en la vitrina del museo.,34.41681671
CompoundNPs_158_spa_eng_ungrammatical,CompoundNPs,158,spa_eng,ungrammatical,Entrega el paper de ficción al profesor antes del viernes.,45.6400528
CompoundNPs_159_spa_eng_ungrammatical,CompoundNPs,159,spa_eng,ungrammatical,Prepara el report de ficción para la reunión de la tarde.,40.52543259
CompoundNPs_160_spa_eng_ungrammatical,CompoundNPs,160,spa_eng,ungrammatical,Revisa el text de ficción y corrige los errores de formato.,30.92269516
CompoundNPs_161_spa_eng_ungrammatical,CompoundNPs,161,spa_eng,ungrammatical,Publica el article de ficción en la web mañana por la mañana.,35.65227127
CompoundNPs_162_spa_eng_ungrammatical,CompoundNPs,162,spa_eng,ungrammatical,Escribe el essay de ficción y envíalo antes del plazo.,32.89458084
CompoundNPs_163_spa_eng_ungrammatical,CompoundNPs,163,spa_eng,ungrammatical,Mira el catalog de ficción para elegir el producto correcto.,40.56669998
CompoundNPs_164_spa_eng_ungrammatical,CompoundNPs,164,spa_eng,ungrammatical,Reparte el brochure de ficción en la entrada del evento.,55.33298111
CompoundNPs_165_spa_eng_ungrammatical,CompoundNPs,165,spa_eng,ungrammatical,Coloca el volume de ficción en la estantería superior.,31.77953339
CompoundNPs_166_spa_eng_ungrammatical,CompoundNPs,166,spa_eng,ungrammatical,Saca el tome de ficción de la caja con cuidado.,36.67174149
CompoundNPs_167_spa_eng_ungrammatical,CompoundNPs,167,spa_eng,ungrammatical,Deja el leaflet de ficción en la mesa de recepción.,23.80142593
CompoundNPs_168_spa_eng_ungrammatical,CompoundNPs,168,spa_eng,ungrammatical,Coloca el bulletin de ficción en el tablón de anuncios.,23.51246643
CompoundNPs_169_spa_eng_ungrammatical,CompoundNPs,169,spa_eng,ungrammatical,Anota el journal de ficción del proyecto.,38.38335037
CompoundNPs_170_spa_eng_ungrammatical,CompoundNPs,170,spa_eng,ungrammatical,Registra el log de ficción antes de salir.,43.88266373
CompoundNPs_171_spa_eng_ungrammatical,CompoundNPs,171,spa_eng,ungrammatical,Guarda el record de ficción en la carpeta del cliente.,43.52556229
CompoundNPs_172_spa_eng_ungrammatical,CompoundNPs,172,spa_eng,ungrammatical,Abre el file de ficción y revisa el contenido ahora.,37.86494064
CompoundNPs_173_spa_eng_ungrammatical,CompoundNPs,173,spa_eng,ungrammatical,Lee el script de ficción antes del ensayo de la tarde.,36.60816574
CompoundNPs_174_spa_eng_ungrammatical,CompoundNPs,174,spa_eng,ungrammatical,Guarda el draft de ficción y vuelve a revisarlo mañana.,38.60075378
CompoundNPs_175_spa_eng_ungrammatical,CompoundNPs,175,spa_eng,ungrammatical,Envía el memo de ficción al equipo antes del mediodía.,37.37092972
CompoundNPs_176_spa_eng_ungrammatical,CompoundNPs,176,spa_eng,ungrammatical,Escribe el note de ficción en la página principal del cuaderno.,39.65493393
CompoundNPs_177_spa_eng_ungrammatical,CompoundNPs,177,spa_eng,ungrammatical,Trae el textbook de ficción a la clase mañana temprano.,36.81828308
CompoundNPs_178_spa_eng_ungrammatical,CompoundNPs,178,spa_eng,ungrammatical,Consulta el manual2 de ficción si algo no funciona.,39.40944672
CompoundNPs_179_spa_eng_ungrammatical,CompoundNPs,179,spa_eng,ungrammatical,Sigue el guide2 de ficción para completar la instalación.,45.6505394
CompoundNPs_180_spa_eng_ungrammatical,CompoundNPs,180,spa_eng,ungrammatical,Reparte el booklet de ficción entre los asistentes al taller.,26.72877884
CompoundNPs_181_spa_eng_ungrammatical,CompoundNPs,181,spa_eng,ungrammatical,Coloca el bullet de ficción en la mesa de entrada.,34.04278183
CompoundNPs_182_spa_eng_ungrammatical,CompoundNPs,182,spa_eng,ungrammatical,Guarda el manual3 de ficción junto al equipo en el taller.,66.40621948
CompoundNPs_183_spa_eng_ungrammatical,CompoundNPs,183,spa_eng,ungrammatical,Envía el report2 de ficción al jefe antes de las cinco.,49.69029999
CompoundNPs_184_spa_eng_ungrammatical,CompoundNPs,184,spa_eng,ungrammatical,Publica el article2 de ficción en la página principal.,37.61441422
CompoundNPs_185_spa_eng_ungrammatical,CompoundNPs,185,spa_eng,ungrammatical,Corrige el essay2 de ficción y entrégalo mañana.,63.53467178
CompoundNPs_186_spa_eng_ungrammatical,CompoundNPs,186,spa_eng,ungrammatical,Coloca el volume2 de ficción en la caja de archivos.,30.78427887
CompoundNPs_187_spa_eng_ungrammatical,CompoundNPs,187,spa_eng,ungrammatical,Saca el tome2 de ficción con guantes del estante.,48.7250824
CompoundNPs_188_spa_eng_ungrammatical,CompoundNPs,188,spa_eng,ungrammatical,Deja el leaflet2 de ficción en la mesa de información.,52.51951218
CompoundNPs_189_spa_eng_ungrammatical,CompoundNPs,189,spa_eng,ungrammatical,Cuelga el bulletin2 de ficción en el tablón de anuncios.,35.7159996
CompoundNPs_190_spa_eng_ungrammatical,CompoundNPs,190,spa_eng,ungrammatical,Anota el journal2 de ficción del proyecto.,51.10784149
CompoundNPs_191_spa_eng_ungrammatical,CompoundNPs,191,spa_eng,ungrammatical,Registra el log2 de ficción ahora mismo.,45.84555817
CompoundNPs_192_spa_eng_ungrammatical,CompoundNPs,192,spa_eng,ungrammatical,Guarda el record2 de ficción en la carpeta segura.,55.09894943
CompoundNPs_193_spa_eng_ungrammatical,CompoundNPs,193,spa_eng,ungrammatical,Abre el file2 de ficción y revisa la sección tres.,51.41741943
CompoundNPs_194_spa_eng_ungrammatical,CompoundNPs,194,spa_eng,ungrammatical,Ensaya el script2 de ficción antes de la presentación.,43.85995483
CompoundNPs_195_spa_eng_ungrammatical,CompoundNPs,195,spa_eng,ungrammatical,Guarda el draft2 de ficción y compártelo con el equipo.,45.0277977
CompoundNPs_196_spa_eng_ungrammatical,CompoundNPs,196,spa_eng,ungrammatical,Envía el memo2 de ficción al departamento de ventas.,38.03735352
CompoundNPs_197_spa_eng_ungrammatical,CompoundNPs,197,spa_eng,ungrammatical,Escribe el note2 de ficción en la libreta de campo.,49.25980377
CompoundNPs_198_spa_eng_ungrammatical,CompoundNPs,198,spa_eng,ungrammatical,Revisa el text2 de ficción antes de publicarlo.,41.26239395
CompoundNPs_199_spa_eng_ungrammatical,CompoundNPs,199,spa_eng,ungrammatical,Imprime el booklet2 de ficción para la reunión de mañana.,41.29640579
CompoundNPs_200_spa_eng_ungrammatical,CompoundNPs,200,spa_eng,ungrammatical,Coloca el manual4 de ficción en la caja de herramientas.,49.01897812
AdjOrder_1_spa_eng_ungrammatical,AdjOrder,1,spa_eng,ungrammatical,Pon el libro red en la mesa junto a la lámpara.,28.68523026
AdjOrder_2_spa_eng_ungrammatical,AdjOrder,2,spa_eng,ungrammatical,Pon el coche big en el garaje antes de la lluvia.,29.77855682
AdjOrder_3_spa_eng_ungrammatical,AdjOrder,3,spa_eng,ungrammatical,Saca el perro small al jardín para que corra.,34.34443665
AdjOrder_4_spa_eng_ungrammatical,AdjOrder,4,spa_eng,ungrammatical,Guarda el zapato old en la caja del armario.,21.23834991
AdjOrder_5_spa_eng_ungrammatical,AdjOrder,5,spa_eng,ungrammatical,Coloca el sombrero new sobre la percha en la entrada.,44.18341827
AdjOrder_6_spa_eng_ungrammatical,AdjOrder,6,spa_eng,ungrammatical,Ajusta el reloj blue antes de salir hacia la estación.,34.92725372
AdjOrder_7_spa_eng_ungrammatical,AdjOrder,7,spa_eng,ungrammatical,Lleva el bolso green al coche cuando termines de empacar.,30.58297729
AdjOrder_8_spa_eng_ungrammatical,AdjOrder,8,spa_eng,ungrammatical,Cuelga el abrigo heavy en el perchero al entrar.,42.54619598
AdjOrder_9_spa_eng_ungrammatical,AdjOrder,9,spa_eng,ungrammatical,Mira el gato quiet que duerme en la ventana.,30.49336243
AdjOrder_10_spa_eng_ungrammatical,AdjOrder,10,spa_eng,ungrammatical,Sella el caballo fast antes de salir al campo.,33.53159714
AdjOrder_11_spa_eng_ungrammatical,AdjOrder,11,spa_eng,ungrammatical,Planta el árbol tall en la esquina del jardín.,38.06482697
AdjOrder_12_spa_eng_ungrammatical,AdjOrder,12,spa_eng,ungrammatical,Cruza el río cold por el puente de madera.,38.56949234
AdjOrder_13_spa_eng_ungrammatical,AdjOrder,13,spa_eng,ungrammatical,Repara el puente narrow antes de la próxima tormenta.,36.00513077
AdjOrder_14_spa_eng_ungrammatical,AdjOrder,14,spa_eng,ungrammatical,Pinta el banco bright para que destaque en el parque.,40.66498947
AdjOrder_15_spa_eng_ungrammatical,AdjOrder,15,spa_eng,ungrammatical,Riega el jardín green cada mañana antes del trabajo.,37.1386528
AdjOrder_16_spa_eng_ungrammatical,AdjOrder,16,spa_eng,ungrammatical,Coloca el museo new las piezas en la sala central.,46.78227234
AdjOrder_17_spa_eng_ungrammatical,AdjOrder,17,spa_eng,ungrammatical,Reserva el teatro big para la función del sábado.,36.73074341
AdjOrder_18_spa_eng_ungrammatical,AdjOrder,18,spa_eng,ungrammatical,Compra el cine cheap las entradas con antelación.,36.29029846
AdjOrder_19_spa_eng_ungrammatical,AdjOrder,19,spa_eng,ungrammatical,Elige el hotel fancy para la visita de los invitados.,33.4675827
AdjOrder_20_spa_eng_ungrammatical,AdjOrder,20,spa_eng,ungrammatical,Visita el mercado busy antes de que cierren hoy.,41.24293137
AdjOrder_21_spa_eng_ungrammatical,AdjOrder,21,spa_eng,ungrammatical,Extiende el mapa old sobre la mesa de trabajo.,36.56403732
AdjOrder_22_spa_eng_ungrammatical,AdjOrder,22,spa_eng,ungrammatical,Abre el cuaderno small y escribe la idea.,33.73071671
AdjOrder_23_spa_eng_ungrammatical,AdjOrder,23,spa_eng,ungrammatical,Envía el informe final al director antes del viernes.,24.51947021
AdjOrder_24_spa_eng_ungrammatical,AdjOrder,24,spa_eng,ungrammatical,Consulta el manual quick si algo no funciona.,33.82466888
AdjOrder_25_spa_eng_ungrammatical,AdjOrder,25,spa_eng,ungrammatical,Coloca el marco wooden en la pared del pasillo.,16.98404312
AdjOrder_26_spa_eng_ungrammatical,AdjOrder,26,spa_eng,ungrammatical,Protege el estatua old con una cubierta por la noche.,36.00110626
AdjOrder_27_spa_eng_ungrammatical,AdjOrder,27,spa_eng,ungrammatical,Lava el jarrón clean antes de poner las flores.,26.5022316
AdjOrder_28_spa_eng_ungrammatical,AdjOrder,28,spa_eng,ungrammatical,Lleva el farol bright en la mochila por si acaso.,35.96958923
AdjOrder_29_spa_eng_ungrammatical,AdjOrder,29,spa_eng,ungrammatical,Guarda el anillo small en la caja de joyas.,28.71789551
AdjOrder_30_spa_eng_ungrammatical,AdjOrder,30,spa_eng,ungrammatical,Ajusta el collar new antes de salir de casa.,30.38275528
AdjOrder_31_spa_eng_ungrammatical,AdjOrder,31,spa_eng,ungrammatical,Pon el vaso empty en el fregadero cuando termines.,28.38676834
AdjOrder_32_spa_eng_ungrammatical,AdjOrder,32,spa_eng,ungrammatical,Lava el plato dirty antes de guardarlo.,32.23927307
AdjOrder_33_spa_eng_ungrammatical,AdjOrder,33,spa_eng,ungrammatical,Afila el cuchillo sharp con cuidado en la cocina.,44.64369965
AdjOrder_34_spa_eng_ungrammatical,AdjOrder,34,spa_eng,ungrammatical,Pon el tenedor clean junto al plato principal.,33.31161118
AdjOrder_35_spa_eng_ungrammatical,AdjOrder,35,spa_eng,ungrammatical,Deja el lápiz short en el estuche del escritorio.,27.92858505
AdjOrder_36_spa_eng_ungrammatical,AdjOrder,36,spa_eng,ungrammatical,Firma con el bolígrafo blue en la esquina inferior.,28.19991302
AdjOrder_37_spa_eng_ungrammatical,AdjOrder,37,spa_eng,ungrammatical,Guarda el papel thin en la carpeta del proyecto.,30.51551056
AdjOrder_38_spa_eng_ungrammatical,AdjOrder,38,spa_eng,ungrammatical,Cuenta el billete old antes de guardarlo en la caja.,39.40089417
AdjOrder_39_spa_eng_ungrammatical,AdjOrder,39,spa_eng,ungrammatical,Mete el sobre stamped en el buzón esta tarde.,50.3763504
AdjOrder_40_spa_eng_ungrammatical,AdjOrder,40,spa_eng,ungrammatical,Coloca el paquete heavy en la esquina del almacén.,19.32854843
AdjOrder_41_spa_eng_ungrammatical,AdjOrder,41,spa_eng,ungrammatical,Carga el teléfono dead antes de salir de viaje.,38.50355911
AdjOrder_42_spa_eng_ungrammatical,AdjOrder,42,spa_eng,ungrammatical,Apaga el ordenador old al final del día.,33.96963882
AdjOrder_43_spa_eng_ungrammatical,AdjOrder,43,spa_eng,ungrammatical,Limpia el teclado dusty con un paño suave.,32.16160583
AdjOrder_44_spa_eng_ungrammatical,AdjOrder,44,spa_eng,ungrammatical,Conecta el ratón wireless al puerto USB.,19.18341446
AdjOrder_45_spa_eng_ungrammatical,AdjOrder,45,spa_eng,ungrammatical,Ajusta el monitor large para mejor visibilidad.,32.07995987
AdjOrder_46_spa_eng_ungrammatical,AdjOrder,46,spa_eng,ungrammatical,Coloca el sofá new contra la pared del salón.,30.25214386
AdjOrder_47_spa_eng_ungrammatical,AdjOrder,47,spa_eng,ungrammatical,Limpia el sillón old antes de usarlo.,24.34232712
AdjOrder_48_spa_eng_ungrammatical,AdjOrder,48,spa_eng,ungrammatical,Cuelga el cuadro bright en la pared principal.,37.68539047
AdjOrder_49_spa_eng_ungrammatical,AdjOrder,49,spa_eng,ungrammatical,Cierra el candado rusty para asegurar la puerta.,38.49485779
AdjOrder_50_spa_eng_ungrammatical,AdjOrder,50,spa_eng,ungrammatical,Marca el calendario new con las fechas del mes.,36.09302902
AdjOrder_51_spa_eng_ungrammatical,AdjOrder,51,spa_eng,ungrammatical,Coloca el barco blue en el muelle.,30.64309692
AdjOrder_52_spa_eng_ungrammatical,AdjOrder,52,spa_eng,ungrammatical,Deja el trén slow en la estación.,41.2370224
AdjOrder_53_spa_eng_ungrammatical,AdjOrder,53,spa_eng,ungrammatical,Mira el avión white en la pista.,35.54833984
AdjOrder_54_spa_eng_ungrammatical,AdjOrder,54,spa_eng,ungrammatical,Guarda el puerto small en la lista de visitas.,36.19424438
AdjOrder_55_spa_eng_ungrammatical,AdjOrder,55,spa_eng,ungrammatical,Enciende el faro tall al anochecer.,44.78567123
AdjOrder_56_spa_eng_ungrammatical,AdjOrder,56,spa_eng,ungrammatical,Repara el molino old esta semana.,40.99475098
AdjOrder_57_spa_eng_ungrammatical,AdjOrder,57,spa_eng,ungrammatical,Camina por el valle green mañana.,44.61792374
AdjOrder_58_spa_eng_ungrammatical,AdjOrder,58,spa_eng,ungrammatical,Sigue el sendero narrow hasta el claro.,34.96325684
AdjOrder_59_spa_eng_ungrammatical,AdjOrder,59,spa_eng,ungrammatical,Pinta el edificio tall antes del evento.,42.77191544
